,Optimal_Affected_Component_Uid,Optimal_Failure,sqt
0,_SFJzUucdEeet0YmmfbMwkw,CF3,12.6837
1,_SFJzUucdEeet0YmmfbMwkw,CF3,12.6837
2,_SFJzUucdEeet0YmmfbMwkw,CF3,12.6837
3,_SFKZG-cdEeet0YmmfbMwkw,CF1,6.1728
4,_SFKZG-cdEeet0YmmfbMwkw,CF1,6.1728
5,_SFKZG-cdEeet0YmmfbMwkw,CF1,6.1728
6,_SE4FQucdEeet0YmmfbMwkw,CF3,10.1562
7,_SE4FQucdEeet0YmmfbMwkw,CF3,10.1562
8,_SE4FQucdEeet0YmmfbMwkw,CF3,10.1562
9,_SFMPb-cdEeet0YmmfbMwkw,CF1,6.2078
10,_SFMPb-cdEeet0YmmfbMwkw,CF1,6.2078
11,_SFMPb-cdEeet0YmmfbMwkw,CF1,6.2078
12,_SEu7lecdEeet0YmmfbMwkw,CF3,6.5304
13,_SEu7lecdEeet0YmmfbMwkw,CF3,6.5304
14,_SEu7lecdEeet0YmmfbMwkw,CF3,6.5304
15,_SEuUd-cdEeet0YmmfbMwkw,CF1,3.4204
16,_SEuUd-cdEeet0YmmfbMwkw,CF1,3.4204
17,_SEuUd-cdEeet0YmmfbMwkw,CF1,3.4204
18,_SE5TmucdEeet0YmmfbMwkw,CF1,6.0318
19,_SE5TmucdEeet0YmmfbMwkw,CF1,6.0318
20,_SE5TmucdEeet0YmmfbMwkw,CF1,6.0318
21,_SE5TmucdEeet0YmmfbMwkw,CF1,6.0318
22,_SE5TmucdEeet0YmmfbMwkw,CF1,6.0318
23,_SE5TmucdEeet0YmmfbMwkw,CF1,6.0318
24,_SFKajecdEeet0YmmfbMwkw,CF3,3.4634
25,_SFKajecdEeet0YmmfbMwkw,CF3,3.4634
26,_SFKajecdEeet0YmmfbMwkw,CF3,3.4634
27,_SEu7uucdEeet0YmmfbMwkw,CF3,3.654
28,_SEu7uucdEeet0YmmfbMwkw,CF3,3.654
29,_SEu7uucdEeet0YmmfbMwkw,CF3,3.654
30,_SFOrh-cdEeet0YmmfbMwkw,CF3,109.8471
31,_SFOrh-cdEeet0YmmfbMwkw,CF3,109.5583
32,_SFLBJecdEeet0YmmfbMwkw,CF3,13.1095
33,_SFLBJecdEeet0YmmfbMwkw,CF3,13.1095
34,_SFLBJecdEeet0YmmfbMwkw,CF3,13.1095
35,_SExXzOcdEeet0YmmfbMwkw,CF1,3.1758
36,_SExXzOcdEeet0YmmfbMwkw,CF1,3.1758
37,_SExXzOcdEeet0YmmfbMwkw,CF1,3.1758
38,_SE_aWucdEeet0YmmfbMwkw,CF2,6.4421
39,_SE_aWucdEeet0YmmfbMwkw,CF2,6.4421
40,_SE_aWucdEeet0YmmfbMwkw,CF2,6.4421
41,_SE_aWucdEeet0YmmfbMwkw,CF2,6.4421
42,_SEx_IecdEeet0YmmfbMwkw,CF3,8.9883
43,_SEx_IecdEeet0YmmfbMwkw,CF3,8.9883
44,_SFLnWecdEeet0YmmfbMwkw,CF3,13.1105
45,_SFLnWecdEeet0YmmfbMwkw,CF3,13.1105
46,_SFLnWecdEeet0YmmfbMwkw,CF3,13.1105
47,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4212
48,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4212
49,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4212
50,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4212
51,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4212
52,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4212
53,_SFApHecdEeet0YmmfbMwkw,CF2,6.5344
54,_SFApHecdEeet0YmmfbMwkw,CF2,6.5344
55,_SFApHecdEeet0YmmfbMwkw,CF2,6.5344
56,_SFApHecdEeet0YmmfbMwkw,CF2,6.5344
57,_SFApHecdEeet0YmmfbMwkw,CF2,6.5344
58,_SEx-rucdEeet0YmmfbMwkw,CF2,2.9525
59,_SEx-rucdEeet0YmmfbMwkw,CF2,2.9525
60,_SEx-rucdEeet0YmmfbMwkw,CF2,2.9525
61,_SFNdmOcdEeet0YmmfbMwkw,CF3,4.4472
62,_SFNdmOcdEeet0YmmfbMwkw,CF3,4.4472
63,_SFNdmOcdEeet0YmmfbMwkw,CF3,4.4472
64,_SFODp-cdEeet0YmmfbMwkw,CF2,3.1938
65,_SFODp-cdEeet0YmmfbMwkw,CF2,3.1938
66,_SFODp-cdEeet0YmmfbMwkw,CF2,3.1938
67,_SFOri-cdEeet0YmmfbMwkw,CF3,4.669
68,_SFOri-cdEeet0YmmfbMwkw,CF3,4.669
69,_SFLBp-cdEeet0YmmfbMwkw,CF1,6.1928
70,_SFLBp-cdEeet0YmmfbMwkw,CF1,6.1928
71,_SFLBp-cdEeet0YmmfbMwkw,CF1,6.1928
72,_SFLBp-cdEeet0YmmfbMwkw,CF1,6.1928
73,_SFLBp-cdEeet0YmmfbMwkw,CF1,6.1928
74,_SFLBp-cdEeet0YmmfbMwkw,CF1,6.1928
75,_SFS9wOcdEeet0YmmfbMwkw,CF3,4.672
76,_SFS9wOcdEeet0YmmfbMwkw,CF3,4.672
77,_SFGwGecdEeet0YmmfbMwkw,CF1,13.0995
78,_SFGwGecdEeet0YmmfbMwkw,CF1,13.0995
79,_SFGwGecdEeet0YmmfbMwkw,CF1,13.0995
80,_SFGwGecdEeet0YmmfbMwkw,CF1,13.0995
81,_SFGwGecdEeet0YmmfbMwkw,CF1,13.0995
82,_SFGwGecdEeet0YmmfbMwkw,CF1,13.0995
83,_SEz0R-cdEeet0YmmfbMwkw,CF1,10.1672
84,_SEz0R-cdEeet0YmmfbMwkw,CF1,10.1672
85,_SEz0R-cdEeet0YmmfbMwkw,CF1,10.1672
86,_SFApLecdEeet0YmmfbMwkw,CF1,3.8633
87,_SFApLecdEeet0YmmfbMwkw,CF1,3.8633
88,_SFApLecdEeet0YmmfbMwkw,CF1,3.8633
89,_SE3ehOcdEeet0YmmfbMwkw,CF1,8.0197
90,_SE3ehOcdEeet0YmmfbMwkw,CF1,8.0197
91,_SE3ehOcdEeet0YmmfbMwkw,CF1,8.0197
92,_SE3ehOcdEeet0YmmfbMwkw,CF1,8.0197
93,_SE3ehOcdEeet0YmmfbMwkw,CF1,8.0197
94,_SE3ehOcdEeet0YmmfbMwkw,CF1,8.0197
95,_SE23oOcdEeet0YmmfbMwkw,CF1,128.7097
96,_SE23oOcdEeet0YmmfbMwkw,CF1,129.6114
97,_SE23oOcdEeet0YmmfbMwkw,CF1,128.7097
98,_SE23oOcdEeet0YmmfbMwkw,CF1,129.6114
99,_SE23oOcdEeet0YmmfbMwkw,CF1,128.7097
100,_SE23oOcdEeet0YmmfbMwkw,CF1,129.6114
101,_SFMOcecdEeet0YmmfbMwkw,CF3,3.1908
102,_SFMOcecdEeet0YmmfbMwkw,CF3,3.1908
103,_SFMOcecdEeet0YmmfbMwkw,CF3,3.1908
104,_SFBPaucdEeet0YmmfbMwkw,CF1,6.1038
105,_SFBPaucdEeet0YmmfbMwkw,CF1,6.1038
106,_SFBPaucdEeet0YmmfbMwkw,CF1,6.1038
107,_SE7Iq-cdEeet0YmmfbMwkw,CF3,6.5294
108,_SE7Iq-cdEeet0YmmfbMwkw,CF3,6.5294
109,_SE7Iq-cdEeet0YmmfbMwkw,CF3,6.5294
110,_SFDr0ecdEeet0YmmfbMwkw,CF3,190.6713
111,_SFDr0ecdEeet0YmmfbMwkw,CF3,190.1029
112,_SFOraecdEeet0YmmfbMwkw,CF1,6.2258
113,_SFOraecdEeet0YmmfbMwkw,CF1,6.2258
114,_SFOraecdEeet0YmmfbMwkw,CF1,6.2258
115,_SFGv--cdEeet0YmmfbMwkw,CF1,6.1548
116,_SFGv--cdEeet0YmmfbMwkw,CF1,6.1548
117,_SFGv--cdEeet0YmmfbMwkw,CF1,6.1548
118,_SE7wFecdEeet0YmmfbMwkw,CF1,4.4272
119,_SE7wFecdEeet0YmmfbMwkw,CF1,4.4272
120,_SFLokecdEeet0YmmfbMwkw,CF2,6.2018
121,_SFLokecdEeet0YmmfbMwkw,CF2,6.2018
122,_SFLokecdEeet0YmmfbMwkw,CF2,6.2018
123,_SFLokecdEeet0YmmfbMwkw,CF2,6.2018
124,_SFLokecdEeet0YmmfbMwkw,CF2,6.2018
125,_SFLokecdEeet0YmmfbMwkw,CF2,6.2018
126,_SEzz3OcdEeet0YmmfbMwkw,CF1,3.4274
127,_SEzz3OcdEeet0YmmfbMwkw,CF1,3.4274
128,_SEzz3OcdEeet0YmmfbMwkw,CF1,3.4274
129,_SFLnfecdEeet0YmmfbMwkw,CF3,3.1878
130,_SFLnfecdEeet0YmmfbMwkw,CF3,3.1878
131,_SFLnfecdEeet0YmmfbMwkw,CF3,3.1878
132,_SE8XmecdEeet0YmmfbMwkw,CF1,6.4401
133,_SE8XmecdEeet0YmmfbMwkw,CF1,6.4401
134,_SE8XmecdEeet0YmmfbMwkw,CF1,6.4401
135,_SE8XmecdEeet0YmmfbMwkw,CF1,6.4401
136,_SFJLBecdEeet0YmmfbMwkw,CF1,9.0123
137,_SFJLBecdEeet0YmmfbMwkw,CF1,9.0123
138,_SFJLBecdEeet0YmmfbMwkw,CF1,9.0123
139,_SFMPjecdEeet0YmmfbMwkw,CF2,13.1145
140,_SFMPjecdEeet0YmmfbMwkw,CF2,13.1145
141,_SFMPjecdEeet0YmmfbMwkw,CF2,13.1145
142,_SFM2T-cdEeet0YmmfbMwkw,CF2,9.0323
143,_SFM2T-cdEeet0YmmfbMwkw,CF2,9.0323
144,_SFM2T-cdEeet0YmmfbMwkw,CF2,9.0323
145,_SFM2T-cdEeet0YmmfbMwkw,CF2,9.0323
146,_SFM2T-cdEeet0YmmfbMwkw,CF2,9.0323
147,_SFM2T-cdEeet0YmmfbMwkw,CF2,9.0323
148,_SFB2iucdEeet0YmmfbMwkw,CF1,6.0978
149,_SFB2iucdEeet0YmmfbMwkw,CF1,6.0978
150,_SFB2iucdEeet0YmmfbMwkw,CF1,6.0978
151,_SFSVIucdEeet0YmmfbMwkw,CF2,2.9695
152,_SFSVIucdEeet0YmmfbMwkw,CF2,2.9695
153,_SFSVIucdEeet0YmmfbMwkw,CF2,2.9695
154,_SE-MvecdEeet0YmmfbMwkw,CF2,3.1668
155,_SE-MvecdEeet0YmmfbMwkw,CF2,3.1668
156,_SE-MvecdEeet0YmmfbMwkw,CF2,3.1668
157,_SE-zLOcdEeet0YmmfbMwkw,CF1,4.4252
158,_SE-zLOcdEeet0YmmfbMwkw,CF1,4.4252
159,_SE-zLOcdEeet0YmmfbMwkw,CF1,4.4252
160,_SE-zLOcdEeet0YmmfbMwkw,CF1,4.4252
161,_SFETIecdEeet0YmmfbMwkw,CF1,3.8763
162,_SFETIecdEeet0YmmfbMwkw,CF1,3.8763
163,_SFETIecdEeet0YmmfbMwkw,CF1,3.8763
164,_SE_bAOcdEeet0YmmfbMwkw,CF1,3.8573
165,_SE_bAOcdEeet0YmmfbMwkw,CF1,3.8573
166,_SE_bAOcdEeet0YmmfbMwkw,CF1,3.8573
167,_SE7wA-cdEeet0YmmfbMwkw,CF1,6.0358
168,_SE7wA-cdEeet0YmmfbMwkw,CF1,6.0358
169,_SE7wA-cdEeet0YmmfbMwkw,CF1,6.0358
170,_SFGvW-cdEeet0YmmfbMwkw,CF1,6.1568
171,_SFGvW-cdEeet0YmmfbMwkw,CF1,6.1568
172,_SFGvW-cdEeet0YmmfbMwkw,CF1,6.1568
173,_SE0bSucdEeet0YmmfbMwkw,CF1,6.4331
174,_SE0bSucdEeet0YmmfbMwkw,CF1,6.4331
175,_SE0bSucdEeet0YmmfbMwkw,CF1,6.4331
176,_SFKaeecdEeet0YmmfbMwkw,CF2,13.1065
177,_SFKaeecdEeet0YmmfbMwkw,CF2,13.1065
178,_SFKaeecdEeet0YmmfbMwkw,CF2,13.1065
179,_SFGuxecdEeet0YmmfbMwkw,CF3,9.0093
180,_SFGuxecdEeet0YmmfbMwkw,CF3,9.0093
181,_SFGuxecdEeet0YmmfbMwkw,CF3,9.0093
182,_SFGu0ecdEeet0YmmfbMwkw,CF3,6.1528
183,_SFGu0ecdEeet0YmmfbMwkw,CF3,6.1528
184,_SFGu0ecdEeet0YmmfbMwkw,CF3,6.1528
185,_SFLBEecdEeet0YmmfbMwkw,CF2,9.0243
186,_SFLBEecdEeet0YmmfbMwkw,CF2,9.0243
187,_SFLBEecdEeet0YmmfbMwkw,CF2,9.0243
188,_SEz0QOcdEeet0YmmfbMwkw,CF2,6.0818
189,_SEz0QOcdEeet0YmmfbMwkw,CF2,6.0818
190,_SEz0QOcdEeet0YmmfbMwkw,CF2,6.0818
191,_SFSWMucdEeet0YmmfbMwkw,CF3,173.1429
192,_SFSWMucdEeet0YmmfbMwkw,CF3,172.6503
193,_SFDEyecdEeet0YmmfbMwkw,CF3,6.5364
194,_SFDEyecdEeet0YmmfbMwkw,CF3,6.5364
195,_SFS9TOcdEeet0YmmfbMwkw,CF2,3.681
196,_SFS9TOcdEeet0YmmfbMwkw,CF2,3.681
197,_SFS9TOcdEeet0YmmfbMwkw,CF2,3.681
198,_SFGwKOcdEeet0YmmfbMwkw,CF1,3.4544
199,_SFGwKOcdEeet0YmmfbMwkw,CF1,3.4544
200,_SFGwKOcdEeet0YmmfbMwkw,CF1,3.4544
201,_SFS8_ucdEeet0YmmfbMwkw,CF1,6.2328
202,_SFS8_ucdEeet0YmmfbMwkw,CF1,6.2328
203,_SFS8_ucdEeet0YmmfbMwkw,CF1,6.2328
204,_SFGIkucdEeet0YmmfbMwkw,CF1,6.1488
205,_SFGIkucdEeet0YmmfbMwkw,CF1,6.1488
206,_SFGIkucdEeet0YmmfbMwkw,CF1,6.1488
207,_SFGIkucdEeet0YmmfbMwkw,CF1,6.1488
208,_SFGIkucdEeet0YmmfbMwkw,CF1,6.1488
209,_SFGIkucdEeet0YmmfbMwkw,CF1,6.1488
210,_SE6h9-cdEeet0YmmfbMwkw,CF3,8.0227
211,_SE6h9-cdEeet0YmmfbMwkw,CF3,8.0227
212,_SE6h9-cdEeet0YmmfbMwkw,CF3,8.0227
213,_SFLoe-cdEeet0YmmfbMwkw,CF1,6.2008
214,_SFLoe-cdEeet0YmmfbMwkw,CF1,6.2008
215,_SFLoe-cdEeet0YmmfbMwkw,CF1,6.2008
216,_SFKZQ-cdEeet0YmmfbMwkw,CF1,2.7201
217,_SFKZQ-cdEeet0YmmfbMwkw,CF1,2.7201
218,_SFKZQ-cdEeet0YmmfbMwkw,CF1,2.7201
219,_SE7wH-cdEeet0YmmfbMwkw,CF2,8.0247
220,_SE7wH-cdEeet0YmmfbMwkw,CF2,8.0247
221,_SE7wH-cdEeet0YmmfbMwkw,CF2,8.0247
222,_SFLpJecdEeet0YmmfbMwkw,CF3,9.0303
223,_SFLpJecdEeet0YmmfbMwkw,CF3,9.0303
224,_SFLpJecdEeet0YmmfbMwkw,CF3,9.0303
225,_SFGIFOcdEeet0YmmfbMwkw,CF1,3.8793
226,_SFGIFOcdEeet0YmmfbMwkw,CF1,3.8793
227,_SFGIFOcdEeet0YmmfbMwkw,CF1,3.8793
228,_SFOq3-cdEeet0YmmfbMwkw,CF3,6.2248
229,_SFOq3-cdEeet0YmmfbMwkw,CF3,6.2248
230,_SFB2rOcdEeet0YmmfbMwkw,CF1,3.8643
231,_SFB2rOcdEeet0YmmfbMwkw,CF1,3.8643
232,_SFB2rOcdEeet0YmmfbMwkw,CF1,3.8643
233,_SFOEBucdEeet0YmmfbMwkw,CF2,6.5424
234,_SFOEBucdEeet0YmmfbMwkw,CF2,6.5424
235,_SFOD9OcdEeet0YmmfbMwkw,CF3,6.2188
236,_SFOD9OcdEeet0YmmfbMwkw,CF3,6.2188
237,_SFDE2ecdEeet0YmmfbMwkw,CF1,3.8693
238,_SFDE2ecdEeet0YmmfbMwkw,CF1,3.8693
239,_SFDE2ecdEeet0YmmfbMwkw,CF1,3.8693
240,_SFKZ1-cdEeet0YmmfbMwkw,CF1,6.4591
241,_SFKZ1-cdEeet0YmmfbMwkw,CF1,6.4591
242,_SFKZ1-cdEeet0YmmfbMwkw,CF1,6.4591
243,_SFKZ1-cdEeet0YmmfbMwkw,CF1,6.4591
244,_SFNdBOcdEeet0YmmfbMwkw,CF2,13.1165
245,_SFNdBOcdEeet0YmmfbMwkw,CF2,13.1165
246,_SFNdBOcdEeet0YmmfbMwkw,CF2,13.1165
247,_SFSW3ecdEeet0YmmfbMwkw,CF3,6.5474
248,_SFSW3ecdEeet0YmmfbMwkw,CF3,6.5474
249,_SE1B6-cdEeet0YmmfbMwkw,CF1,6.0188
250,_SE1B6-cdEeet0YmmfbMwkw,CF1,6.0188
251,_SE1B6-cdEeet0YmmfbMwkw,CF1,6.0188
252,_SE1B6-cdEeet0YmmfbMwkw,CF1,6.0188
253,_SE1B6-cdEeet0YmmfbMwkw,CF1,6.0188
254,_SE1B6-cdEeet0YmmfbMwkw,CF1,6.0188
255,_SFKZMecdEeet0YmmfbMwkw,CF1,6.1748
256,_SFKZMecdEeet0YmmfbMwkw,CF1,6.1748
257,_SFKZMecdEeet0YmmfbMwkw,CF1,6.1748
258,_SFKZMecdEeet0YmmfbMwkw,CF1,6.1748
259,_SFKZMecdEeet0YmmfbMwkw,CF1,6.1748
260,_SFB3KucdEeet0YmmfbMwkw,CF1,6.1018
261,_SFB3KucdEeet0YmmfbMwkw,CF1,6.1018
262,_SFB3KucdEeet0YmmfbMwkw,CF1,6.1018
263,_SFB3KucdEeet0YmmfbMwkw,CF1,6.1018
264,_SFB3KucdEeet0YmmfbMwkw,CF1,6.1018
265,_SFB3KucdEeet0YmmfbMwkw,CF1,6.1018
266,_SEwJwecdEeet0YmmfbMwkw,CF2,6.4471
267,_SEwJwecdEeet0YmmfbMwkw,CF2,6.4471
268,_SEwJwecdEeet0YmmfbMwkw,CF2,6.4471
269,_SFCd1OcdEeet0YmmfbMwkw,CF2,3.4374
270,_SFCd1OcdEeet0YmmfbMwkw,CF2,3.4374
271,_SFCd1OcdEeet0YmmfbMwkw,CF2,3.4374
272,_SFMPeecdEeet0YmmfbMwkw,CF3,9.0333
273,_SFMPeecdEeet0YmmfbMwkw,CF3,9.0333
274,_SFMPeecdEeet0YmmfbMwkw,CF3,9.0333
275,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
276,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
277,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
278,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
279,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
280,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
281,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
282,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
283,_SFJyFecdEeet0YmmfbMwkw,CF1,9.0143
284,_SFOFUOcdEeet0YmmfbMwkw,CF3,9.8292
285,_SFOFUOcdEeet0YmmfbMwkw,CF3,9.8292
286,_SFFhGucdEeet0YmmfbMwkw,CF3,6.5384
287,_SFFhGucdEeet0YmmfbMwkw,CF3,6.5384
288,_SFFhGucdEeet0YmmfbMwkw,CF3,6.5384
289,_SFB2pucdEeet0YmmfbMwkw,CF3,137.1534
290,_SFB2pucdEeet0YmmfbMwkw,CF3,136.7541
291,_SE0bW-cdEeet0YmmfbMwkw,CF1,3.3964
292,_SE0bW-cdEeet0YmmfbMwkw,CF1,3.3964
293,_SE0bW-cdEeet0YmmfbMwkw,CF1,3.3964
294,_SFKag-cdEeet0YmmfbMwkw,CF1,2.7211
295,_SFKag-cdEeet0YmmfbMwkw,CF1,2.7211
296,_SFKag-cdEeet0YmmfbMwkw,CF1,2.7211
297,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.4524
298,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.4524
299,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.4524
300,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.4524
301,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.4524
302,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.4524
303,_SEwwnecdEeet0YmmfbMwkw,CF1,6.0698
304,_SEwwnecdEeet0YmmfbMwkw,CF1,6.0698
305,_SEwwnecdEeet0YmmfbMwkw,CF1,6.0698
306,_SFJzc-cdEeet0YmmfbMwkw,CF1,2.7161
307,_SFJzc-cdEeet0YmmfbMwkw,CF1,2.7161
308,_SFJzc-cdEeet0YmmfbMwkw,CF1,2.7161
309,_SFKZzecdEeet0YmmfbMwkw,CF3,4.4432
310,_SFKZzecdEeet0YmmfbMwkw,CF3,4.4432
311,_SFKZzecdEeet0YmmfbMwkw,CF3,4.4432
312,_SFLnUecdEeet0YmmfbMwkw,CF3,6.1998
313,_SFLnUecdEeet0YmmfbMwkw,CF3,6.1998
314,_SFLnUecdEeet0YmmfbMwkw,CF3,6.1998
315,_SFLBNOcdEeet0YmmfbMwkw,CF3,3.4674
316,_SFLBNOcdEeet0YmmfbMwkw,CF3,3.4674
317,_SFLBNOcdEeet0YmmfbMwkw,CF3,3.4674
318,_SFDsDecdEeet0YmmfbMwkw,CF2,3.661
319,_SFDsDecdEeet0YmmfbMwkw,CF2,3.661
320,_SFDsDecdEeet0YmmfbMwkw,CF2,3.661
321,_SFETNucdEeet0YmmfbMwkw,CF1,2.9555
322,_SFETNucdEeet0YmmfbMwkw,CF1,2.9555
323,_SFETNucdEeet0YmmfbMwkw,CF1,2.9555
324,_SFNds-cdEeet0YmmfbMwkw,CF1,3.4734
325,_SFNds-cdEeet0YmmfbMwkw,CF1,3.4734
326,_SFNds-cdEeet0YmmfbMwkw,CF1,3.4734
327,_SFFgtucdEeet0YmmfbMwkw,CF2,3.6660000000000004
328,_SFFgtucdEeet0YmmfbMwkw,CF2,3.6660000000000004
329,_SFFgtucdEeet0YmmfbMwkw,CF2,3.6660000000000004
330,_SE23lOcdEeet0YmmfbMwkw,CF1,4.4382
331,_SE23lOcdEeet0YmmfbMwkw,CF1,4.4382
332,_SE23lOcdEeet0YmmfbMwkw,CF1,4.4382
333,_SE-MhecdEeet0YmmfbMwkw,CF3,8.9703
334,_SE-MhecdEeet0YmmfbMwkw,CF3,8.9703
335,_SE-MhecdEeet0YmmfbMwkw,CF3,8.9703
336,_SFKal-cdEeet0YmmfbMwkw,CF3,3.4644
337,_SFKal-cdEeet0YmmfbMwkw,CF3,3.4644
338,_SFKal-cdEeet0YmmfbMwkw,CF3,3.4644
339,_SFE58ucdEeet0YmmfbMwkw,CF1,3.8733
340,_SFE58ucdEeet0YmmfbMwkw,CF1,3.8733
341,_SFE58ucdEeet0YmmfbMwkw,CF1,3.8733
342,_SE9k1ucdEeet0YmmfbMwkw,CF3,6.0478
343,_SE9k1ucdEeet0YmmfbMwkw,CF3,6.0478
344,_SE9k1ucdEeet0YmmfbMwkw,CF3,6.0478
345,_SFLBB-cdEeet0YmmfbMwkw,CF2,6.1888
346,_SFLBB-cdEeet0YmmfbMwkw,CF2,6.1888
347,_SFLBB-cdEeet0YmmfbMwkw,CF2,6.1888
348,_SFLBB-cdEeet0YmmfbMwkw,CF2,6.1888
349,_SFLBB-cdEeet0YmmfbMwkw,CF2,6.1888
350,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
351,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
352,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
353,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
354,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
355,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
356,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
357,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
358,_SFLnO-cdEeet0YmmfbMwkw,CF1,6.1978
