,Optimal_Affected_Component_Uid,Optimal_Failure,sqt
1772,_SFLAqecdEeet0YmmfbMwkw,CF2,3.1858
1773,_SFLAqecdEeet0YmmfbMwkw,CF2,3.1858
1774,_SFMQGecdEeet0YmmfbMwkw,CF2,9.0343
1775,_SFMQGecdEeet0YmmfbMwkw,CF2,9.0343
1776,_SFMQGecdEeet0YmmfbMwkw,CF2,9.0343
1777,_SFGuu-cdEeet0YmmfbMwkw,CF1,6.1538
1778,_SFGuu-cdEeet0YmmfbMwkw,CF1,6.1538
1779,_SFGuu-cdEeet0YmmfbMwkw,CF1,6.1538
1780,_SFGuu-cdEeet0YmmfbMwkw,CF1,6.1538
1781,_SFGuu-cdEeet0YmmfbMwkw,CF1,6.1538
1782,_SFGuu-cdEeet0YmmfbMwkw,CF1,6.1538
1783,_SFFh3-cdEeet0YmmfbMwkw,CF1,2.9565
1784,_SFFh3-cdEeet0YmmfbMwkw,CF1,2.9565
1785,_SFFh3-cdEeet0YmmfbMwkw,CF1,2.9565
1786,_SFJy8-cdEeet0YmmfbMwkw,CF2,2.7151
1787,_SFJy8-cdEeet0YmmfbMwkw,CF2,2.7151
1788,_SFJy8-cdEeet0YmmfbMwkw,CF2,2.7151
1789,_SFMPsecdEeet0YmmfbMwkw,CF3,3.1918
1790,_SFMPsecdEeet0YmmfbMwkw,CF3,3.1918
1791,_SFMPsecdEeet0YmmfbMwkw,CF3,3.1918
1792,_SFGwm-cdEeet0YmmfbMwkw,CF3,6.1618
1793,_SFGwm-cdEeet0YmmfbMwkw,CF3,6.1618
1794,_SFGwm-cdEeet0YmmfbMwkw,CF3,6.1618
1795,_SFDE8-cdEeet0YmmfbMwkw,CF2,3.4384
1796,_SFDE8-cdEeet0YmmfbMwkw,CF2,3.4384
1797,_SFDE8-cdEeet0YmmfbMwkw,CF2,3.4384
1798,_SFDE8-cdEeet0YmmfbMwkw,CF2,3.4384
1799,_SFDE8-cdEeet0YmmfbMwkw,CF2,3.4384
1800,_SFDE8-cdEeet0YmmfbMwkw,CF2,3.4384
1801,_SFAogecdEeet0YmmfbMwkw,CF1,6.0938
1802,_SFAogecdEeet0YmmfbMwkw,CF1,6.0938
1803,_SFAogecdEeet0YmmfbMwkw,CF1,6.0938
1804,_SExYNOcdEeet0YmmfbMwkw,CF1,8.9853
1805,_SExYNOcdEeet0YmmfbMwkw,CF1,8.9853
1806,_SE7wGecdEeet0YmmfbMwkw,CF3,6.0388
1807,_SE7wGecdEeet0YmmfbMwkw,CF3,6.0388
1808,_SE7wGecdEeet0YmmfbMwkw,CF3,6.0388
1809,_SEvi2OcdEeet0YmmfbMwkw,CF2,3.4214
1810,_SEvi2OcdEeet0YmmfbMwkw,CF2,3.4214
1811,_SEvi2OcdEeet0YmmfbMwkw,CF2,3.4214
1812,_SE7wJecdEeet0YmmfbMwkw,CF1,3.8513
1813,_SE7wJecdEeet0YmmfbMwkw,CF1,3.8513
1814,_SE7wJecdEeet0YmmfbMwkw,CF1,3.8513
1815,_SEz0XucdEeet0YmmfbMwkw,CF3,113.6145
1816,_SEz0XucdEeet0YmmfbMwkw,CF3,113.0016
1817,_SFCdQOcdEeet0YmmfbMwkw,CF3,2.7101
1818,_SFCdQOcdEeet0YmmfbMwkw,CF3,2.7101
1819,_SFCdQOcdEeet0YmmfbMwkw,CF3,2.7101
1820,_SEzNE-cdEeet0YmmfbMwkw,CF1,6.4521
1821,_SEzNE-cdEeet0YmmfbMwkw,CF1,6.4521
1822,_SEzNE-cdEeet0YmmfbMwkw,CF1,6.4521
1823,_SFOEnucdEeet0YmmfbMwkw,CF3,9.0383
1824,_SFOEnucdEeet0YmmfbMwkw,CF3,9.0383
1825,_SFKZ_ecdEeet0YmmfbMwkw,CF2,3.1838
1826,_SFKZ_ecdEeet0YmmfbMwkw,CF2,3.1838
1827,_SFKZ_ecdEeet0YmmfbMwkw,CF2,3.1838
1828,_SFKZxecdEeet0YmmfbMwkw,CF3,9.0203
1829,_SFKZxecdEeet0YmmfbMwkw,CF3,9.0203
1830,_SFKZxecdEeet0YmmfbMwkw,CF3,9.0203
1831,_SFGItOcdEeet0YmmfbMwkw,CF3,3.8813
1832,_SFGItOcdEeet0YmmfbMwkw,CF3,3.8813
1833,_SFGItOcdEeet0YmmfbMwkw,CF3,3.8813
1834,_SE89uecdEeet0YmmfbMwkw,CF2,3.4084
1835,_SE89uecdEeet0YmmfbMwkw,CF2,3.4084
1836,_SE89uecdEeet0YmmfbMwkw,CF2,3.4084
1837,_SE8-s-cdEeet0YmmfbMwkw,CF1,6.0428
1838,_SE8-s-cdEeet0YmmfbMwkw,CF1,6.0428
1839,_SE8-s-cdEeet0YmmfbMwkw,CF1,6.0428
1840,_SE8-s-cdEeet0YmmfbMwkw,CF1,6.0428
1841,_SE8-s-cdEeet0YmmfbMwkw,CF1,6.0428
1842,_SE8-s-cdEeet0YmmfbMwkw,CF1,6.0428
1843,_SFGu3ecdEeet0YmmfbMwkw,CF1,3.8823
1844,_SFGu3ecdEeet0YmmfbMwkw,CF1,3.8823
1845,_SFGu3ecdEeet0YmmfbMwkw,CF1,3.8823
1846,_SE-Ml-cdEeet0YmmfbMwkw,CF3,135.7838
1847,_SE-Ml-cdEeet0YmmfbMwkw,CF3,135.7838
1848,_SE-Ml-cdEeet0YmmfbMwkw,CF3,135.7838
1849,_SE7vpecdEeet0YmmfbMwkw,CF2,3.1708
1850,_SE7vpecdEeet0YmmfbMwkw,CF2,3.1708
1851,_SE7vpecdEeet0YmmfbMwkw,CF2,3.1708
1852,_SFSWNecdEeet0YmmfbMwkw,CF3,9.0503
1853,_SFSWNecdEeet0YmmfbMwkw,CF3,9.0503
1854,_SFKZG-cdEeet0YmmfbMwkw,CF3,6.1738
1855,_SFKZG-cdEeet0YmmfbMwkw,CF3,6.1738
1856,_SFKZG-cdEeet0YmmfbMwkw,CF3,6.1738
1857,_SE8Xm-cdEeet0YmmfbMwkw,CF1,13.0865
1858,_SE8Xm-cdEeet0YmmfbMwkw,CF1,13.0865
1859,_SE8Xm-cdEeet0YmmfbMwkw,CF1,13.0865
1860,_SE8Xm-cdEeet0YmmfbMwkw,CF1,13.0865
1861,_SEtGI-cdEeet0YmmfbMwkw,CF3,3.2906
1862,_SEtGI-cdEeet0YmmfbMwkw,CF3,3.2906
1863,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1864,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1865,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1866,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1867,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1868,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1869,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1870,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1871,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1872,_SFE6cOcdEeet0YmmfbMwkw,CF1,6.1338
1873,_SFSW7ecdEeet0YmmfbMwkw,CF2,3.8933
1874,_SFSW7ecdEeet0YmmfbMwkw,CF2,3.8933
1875,_SFSW7ecdEeet0YmmfbMwkw,CF2,3.8933
1876,_SFFhEucdEeet0YmmfbMwkw,CF1,9.0043
1877,_SFFhEucdEeet0YmmfbMwkw,CF1,9.0043
1878,_SFFhEucdEeet0YmmfbMwkw,CF1,9.0043
1879,_SFM2h-cdEeet0YmmfbMwkw,CF3,3.1898
1880,_SFM2h-cdEeet0YmmfbMwkw,CF3,3.1898
1881,_SFM2h-cdEeet0YmmfbMwkw,CF3,3.1898
1882,_SEwJpecdEeet0YmmfbMwkw,CF2,6.0678
1883,_SEwJpecdEeet0YmmfbMwkw,CF2,6.0678
1884,_SEwJpecdEeet0YmmfbMwkw,CF2,6.0678
1885,_SFLAo-cdEeet0YmmfbMwkw,CF2,3.4664
1886,_SFLAo-cdEeet0YmmfbMwkw,CF2,3.4664
1887,_SFLAo-cdEeet0YmmfbMwkw,CF2,3.4664
1888,_SE4F5ecdEeet0YmmfbMwkw,CF2,8.9743
1889,_SE4F5ecdEeet0YmmfbMwkw,CF2,8.9743
1890,_SE4F5ecdEeet0YmmfbMwkw,CF2,8.9743
1891,_SFJzS-cdEeet0YmmfbMwkw,CF3,6.1688
1892,_SFJzS-cdEeet0YmmfbMwkw,CF3,6.1688
1893,_SFJzS-cdEeet0YmmfbMwkw,CF3,6.1688
1894,_SFOE0OcdEeet0YmmfbMwkw,CF2,3.4774
1895,_SFOE0OcdEeet0YmmfbMwkw,CF2,3.4774
1896,_SFOE0OcdEeet0YmmfbMwkw,CF2,3.4774
1897,_SE7ItecdEeet0YmmfbMwkw,CF3,8.0237
1898,_SE7ItecdEeet0YmmfbMwkw,CF3,8.0237
1899,_SE7ItecdEeet0YmmfbMwkw,CF3,8.0237
1900,_SFLoF-cdEeet0YmmfbMwkw,CF1,3.4684
1901,_SFLoF-cdEeet0YmmfbMwkw,CF1,3.4684
1902,_SFLoF-cdEeet0YmmfbMwkw,CF1,3.4684
1903,_SEu7oecdEeet0YmmfbMwkw,CF1,63.1093
1904,_SEu7oecdEeet0YmmfbMwkw,CF1,63.1093
1905,_SEu7oecdEeet0YmmfbMwkw,CF1,63.1093
1906,_SFJy7ecdEeet0YmmfbMwkw,CF2,3.1808
1907,_SFJy7ecdEeet0YmmfbMwkw,CF2,3.1808
1908,_SFJy7ecdEeet0YmmfbMwkw,CF2,3.1808
1909,_SFOEm-cdEeet0YmmfbMwkw,CF3,65.8371
1910,_SFOEm-cdEeet0YmmfbMwkw,CF3,65.3014
1911,_SFOEm-cdEeet0YmmfbMwkw,CF3,65.3014
1912,_SFOEm-cdEeet0YmmfbMwkw,CF3,65.3014
1913,_SFOEm-cdEeet0YmmfbMwkw,CF3,65.3014
1914,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1915,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1916,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1917,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1918,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1919,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1920,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1921,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1922,_SFAodecdEeet0YmmfbMwkw,CF2,8.9923
1923,_SFGIzucdEeet0YmmfbMwkw,CF2,3.4514
1924,_SFGIzucdEeet0YmmfbMwkw,CF2,3.4514
1925,_SFGIzucdEeet0YmmfbMwkw,CF2,3.4514
1926,_SFGIzucdEeet0YmmfbMwkw,CF2,3.4514
1927,_SFGIzucdEeet0YmmfbMwkw,CF2,3.4514
1928,_SFGIzucdEeet0YmmfbMwkw,CF2,3.4514
1929,_SFB3TOcdEeet0YmmfbMwkw,CF1,3.8653
1930,_SFB3TOcdEeet0YmmfbMwkw,CF1,3.8653
1931,_SFB3TOcdEeet0YmmfbMwkw,CF1,3.8653
1932,_SFGI4OcdEeet0YmmfbMwkw,CF2,3.6689999999999996
1933,_SFGI4OcdEeet0YmmfbMwkw,CF2,3.6689999999999996
1934,_SFGI4OcdEeet0YmmfbMwkw,CF2,3.6689999999999996
1935,_SE-Me-cdEeet0YmmfbMwkw,CF1,6.0098
1936,_SE-Me-cdEeet0YmmfbMwkw,CF1,6.0098
1937,_SE-Me-cdEeet0YmmfbMwkw,CF1,6.0098
1938,_SE_a_OcdEeet0YmmfbMwkw,CF2,13.0895
1939,_SE_a_OcdEeet0YmmfbMwkw,CF2,13.0895
1940,_SE_a_OcdEeet0YmmfbMwkw,CF2,13.0895
1941,_SE_a_OcdEeet0YmmfbMwkw,CF2,13.0895
1942,_SE_a_OcdEeet0YmmfbMwkw,CF2,13.0895
1943,_SFS9qOcdEeet0YmmfbMwkw,CF3,9.0453
1944,_SFS9qOcdEeet0YmmfbMwkw,CF3,9.0453
1945,_SFS9qOcdEeet0YmmfbMwkw,CF3,9.0453
1946,_SFDEt-cdEeet0YmmfbMwkw,CF1,6.1148
1947,_SFDEt-cdEeet0YmmfbMwkw,CF1,6.1148
1948,_SFDEt-cdEeet0YmmfbMwkw,CF1,6.1148
1949,_SE5T3OcdEeet0YmmfbMwkw,CF2,3.1698
1950,_SE5T3OcdEeet0YmmfbMwkw,CF2,3.1698
1951,_SE5T3OcdEeet0YmmfbMwkw,CF2,3.1698
1952,_SFM2TOcdEeet0YmmfbMwkw,CF1,10.1822
1953,_SFM2TOcdEeet0YmmfbMwkw,CF1,10.1822
1954,_SFM2TOcdEeet0YmmfbMwkw,CF1,10.1822
1955,_SFOD--cdEeet0YmmfbMwkw,CF3,172.7946
1956,_SFOD--cdEeet0YmmfbMwkw,CF3,172.30200000000002
1957,_SE-zGucdEeet0YmmfbMwkw,CF1,6.0138
1958,_SE-zGucdEeet0YmmfbMwkw,CF1,6.0138
1959,_SE-zGucdEeet0YmmfbMwkw,CF1,6.0138
1960,_SFMOTecdEeet0YmmfbMwkw,CF2,13.1135
1961,_SFMOTecdEeet0YmmfbMwkw,CF2,13.1135
1962,_SFMOTecdEeet0YmmfbMwkw,CF2,13.1135
1963,_SFMOTecdEeet0YmmfbMwkw,CF2,13.1135
1964,_SFGwpecdEeet0YmmfbMwkw,CF3,9.0113
1965,_SFGwpecdEeet0YmmfbMwkw,CF3,9.0113
1966,_SFGwpecdEeet0YmmfbMwkw,CF3,9.0113
1967,_SFOEwecdEeet0YmmfbMwkw,CF1,3.4804
1968,_SFOEwecdEeet0YmmfbMwkw,CF1,3.4804
1969,_SFOEwecdEeet0YmmfbMwkw,CF1,3.4804
1970,_SEzM_ucdEeet0YmmfbMwkw,CF3,10.1682
1971,_SEzM_ucdEeet0YmmfbMwkw,CF3,10.1682
1972,_SEzM_ucdEeet0YmmfbMwkw,CF3,10.1682
1973,_SFLn8ecdEeet0YmmfbMwkw,CF1,6.1958
1974,_SFLn8ecdEeet0YmmfbMwkw,CF1,6.1958
1975,_SFLn8ecdEeet0YmmfbMwkw,CF1,6.1958
1976,_SE23vucdEeet0YmmfbMwkw,CF1,3.3984
1977,_SE23vucdEeet0YmmfbMwkw,CF1,3.3984
1978,_SE23vucdEeet0YmmfbMwkw,CF1,3.3984
1979,_SE23vucdEeet0YmmfbMwkw,CF1,3.3984
1980,_SE23vucdEeet0YmmfbMwkw,CF1,3.3984
1981,_SE23vucdEeet0YmmfbMwkw,CF1,3.3984
1982,_SFE6DOcdEeet0YmmfbMwkw,CF2,3.4434
1983,_SFE6DOcdEeet0YmmfbMwkw,CF2,3.4434
1984,_SFE6DOcdEeet0YmmfbMwkw,CF2,3.4434
1985,_SFE6DOcdEeet0YmmfbMwkw,CF2,3.4434
1986,_SFE6DOcdEeet0YmmfbMwkw,CF2,3.4434
1987,_SFE6DOcdEeet0YmmfbMwkw,CF2,3.4434
1988,_SFLBuecdEeet0YmmfbMwkw,CF3,4.4462
1989,_SFLBuecdEeet0YmmfbMwkw,CF3,4.4462
1990,_SFLBuecdEeet0YmmfbMwkw,CF3,4.4462
1991,_SFMOxecdEeet0YmmfbMwkw,CF2,6.2048
1992,_SFMOxecdEeet0YmmfbMwkw,CF2,6.2048
1993,_SFMOxecdEeet0YmmfbMwkw,CF2,6.2048
1994,_SFMOxecdEeet0YmmfbMwkw,CF2,6.2048
1995,_SFOEqucdEeet0YmmfbMwkw,CF3,6.2218
1996,_SFOEqucdEeet0YmmfbMwkw,CF3,6.2218
1997,_SEuUaOcdEeet0YmmfbMwkw,CF1,3.4184
1998,_SEuUaOcdEeet0YmmfbMwkw,CF1,3.4184
1999,_SEuUaOcdEeet0YmmfbMwkw,CF1,3.4184
2000,_SFETTecdEeet0YmmfbMwkw,CF2,3.665
2001,_SFETTecdEeet0YmmfbMwkw,CF2,3.665
2002,_SFETTecdEeet0YmmfbMwkw,CF2,3.665
2003,_SE-z0OcdEeet0YmmfbMwkw,CF1,6.0108
2004,_SE-z0OcdEeet0YmmfbMwkw,CF1,6.0108
2005,_SE-z0OcdEeet0YmmfbMwkw,CF1,6.0108
2006,_SFM2YecdEeet0YmmfbMwkw,CF2,6.4641
2007,_SFM2YecdEeet0YmmfbMwkw,CF2,6.4641
2008,_SFM2YecdEeet0YmmfbMwkw,CF2,6.4641
2009,_SFM2YecdEeet0YmmfbMwkw,CF2,6.4641
2010,_SFM2YecdEeet0YmmfbMwkw,CF2,6.4641
2011,_SFM2YecdEeet0YmmfbMwkw,CF2,6.4641
2012,_SFJLBecdEeet0YmmfbMwkw,CF3,9.0133
2013,_SFJLBecdEeet0YmmfbMwkw,CF3,9.0133
2014,_SFJLBecdEeet0YmmfbMwkw,CF3,9.0133
2015,_SFABnucdEeet0YmmfbMwkw,CF2,3.4284
2016,_SFABnucdEeet0YmmfbMwkw,CF2,3.4284
2017,_SFABnucdEeet0YmmfbMwkw,CF2,3.4284
2018,_SFFhKucdEeet0YmmfbMwkw,CF1,3.8773
2019,_SFFhKucdEeet0YmmfbMwkw,CF1,3.8773
2020,_SFFhKucdEeet0YmmfbMwkw,CF1,3.8773
2021,_SFKaZecdEeet0YmmfbMwkw,CF3,9.0213
2022,_SFKaZecdEeet0YmmfbMwkw,CF3,9.0213
2023,_SFKaZecdEeet0YmmfbMwkw,CF3,9.0213
2024,_SE_aVOcdEeet0YmmfbMwkw,CF3,6.0568
2025,_SE_aVOcdEeet0YmmfbMwkw,CF3,6.0568
2026,_SE_aVOcdEeet0YmmfbMwkw,CF3,6.0568
2027,_SFGHoOcdEeet0YmmfbMwkw,CF2,3.668
2028,_SFGHoOcdEeet0YmmfbMwkw,CF2,3.668
2029,_SFGHoOcdEeet0YmmfbMwkw,CF2,3.668
2030,_SE3equcdEeet0YmmfbMwkw,CF2,3.9714
2031,_SE3equcdEeet0YmmfbMwkw,CF2,3.9714
2032,_SE3equcdEeet0YmmfbMwkw,CF2,3.9714
2033,_SE4sVecdEeet0YmmfbMwkw,CF2,3.1688
2034,_SE4sVecdEeet0YmmfbMwkw,CF2,3.1688
2035,_SE4sVecdEeet0YmmfbMwkw,CF2,3.1688
2036,_SFB2qOcdEeet0YmmfbMwkw,CF3,213.929
2037,_SFB2qOcdEeet0YmmfbMwkw,CF3,213.3161
2038,_SFGIqOcdEeet0YmmfbMwkw,CF1,6.1498
2039,_SFGIqOcdEeet0YmmfbMwkw,CF1,6.1498
2040,_SFGIqOcdEeet0YmmfbMwkw,CF1,6.1498
2041,_SFGIqOcdEeet0YmmfbMwkw,CF1,6.1498
2042,_SFETO-cdEeet0YmmfbMwkw,CF2,3.4464
2043,_SFETO-cdEeet0YmmfbMwkw,CF2,3.4464
2044,_SFETO-cdEeet0YmmfbMwkw,CF2,3.4464
2045,_SFETO-cdEeet0YmmfbMwkw,CF2,3.4464
2046,_SFETO-cdEeet0YmmfbMwkw,CF2,3.4464
2047,_SFETO-cdEeet0YmmfbMwkw,CF2,3.4464
2048,_SFJzXecdEeet0YmmfbMwkw,CF1,4.4222
2049,_SFJzXecdEeet0YmmfbMwkw,CF1,4.4222
2050,_SFJzXecdEeet0YmmfbMwkw,CF1,4.4222
2051,_SFJzXecdEeet0YmmfbMwkw,CF1,4.4222
2052,_SFJzXecdEeet0YmmfbMwkw,CF1,4.4222
2053,_SFJzXecdEeet0YmmfbMwkw,CF1,4.4222
2054,_SE4FUecdEeet0YmmfbMwkw,CF2,6.0268
2055,_SE4FUecdEeet0YmmfbMwkw,CF2,6.0268
2056,_SE4FUecdEeet0YmmfbMwkw,CF2,6.0268
2057,_SFLn2-cdEeet0YmmfbMwkw,CF1,6.1948
2058,_SFLn2-cdEeet0YmmfbMwkw,CF1,6.1948
2059,_SFLn2-cdEeet0YmmfbMwkw,CF1,6.1948
2060,_SFLnTecdEeet0YmmfbMwkw,CF2,4.4342
2061,_SFLnTecdEeet0YmmfbMwkw,CF2,4.4342
2062,_SFLnTecdEeet0YmmfbMwkw,CF2,4.4342
2063,_SFLnTecdEeet0YmmfbMwkw,CF2,4.4342
2064,_SEu7n-cdEeet0YmmfbMwkw,CF2,8.0257
2065,_SEu7n-cdEeet0YmmfbMwkw,CF2,8.0257
2066,_SEu7n-cdEeet0YmmfbMwkw,CF2,8.0257
2067,_SFACROcdEeet0YmmfbMwkw,CF3,3.1768
2068,_SFACROcdEeet0YmmfbMwkw,CF3,3.1768
2069,_SFACROcdEeet0YmmfbMwkw,CF3,3.1768
2070,_SFS9GucdEeet0YmmfbMwkw,CF3,121.0235
2071,_SFS9GucdEeet0YmmfbMwkw,CF3,120.6817
2072,_SEymGucdEeet0YmmfbMwkw,CF3,6.0798
2073,_SEymGucdEeet0YmmfbMwkw,CF3,6.0798
2074,_SFKacecdEeet0YmmfbMwkw,CF1,6.1808
2075,_SFKacecdEeet0YmmfbMwkw,CF1,6.1808
2076,_SFKacecdEeet0YmmfbMwkw,CF1,6.1808
2077,_SFLB6ecdEeet0YmmfbMwkw,CF1,3.1868
2078,_SFLB6ecdEeet0YmmfbMwkw,CF1,3.1868
2079,_SFLB6ecdEeet0YmmfbMwkw,CF1,3.1868
2080,_SFOFVucdEeet0YmmfbMwkw,CF1,3.8923
2081,_SFOFVucdEeet0YmmfbMwkw,CF1,3.8923
2082,_SFOFVucdEeet0YmmfbMwkw,CF1,3.8923
2083,_SFLAbucdEeet0YmmfbMwkw,CF3,11.4905
2084,_SFLAbucdEeet0YmmfbMwkw,CF3,11.4905
2085,_SFLAbucdEeet0YmmfbMwkw,CF3,11.4905
2086,_SFNdqOcdEeet0YmmfbMwkw,CF1,3.8883
2087,_SFNdqOcdEeet0YmmfbMwkw,CF1,3.8883
2088,_SFNdqOcdEeet0YmmfbMwkw,CF1,3.8883
2089,_SFOrf-cdEeet0YmmfbMwkw,CF1,6.2268
2090,_SFOrf-cdEeet0YmmfbMwkw,CF1,6.2268
2091,_SFOrf-cdEeet0YmmfbMwkw,CF1,6.2268
2092,_SFDEwecdEeet0YmmfbMwkw,CF3,8.9963
2093,_SFDEwecdEeet0YmmfbMwkw,CF3,8.9963
2094,_SFDEwecdEeet0YmmfbMwkw,CF3,8.9963
2095,_SFDEwecdEeet0YmmfbMwkw,CF3,8.9963
2096,_SFDEwecdEeet0YmmfbMwkw,CF3,8.9963
2097,_SE3eaOcdEeet0YmmfbMwkw,CF3,6.0248
2098,_SE3eaOcdEeet0YmmfbMwkw,CF3,6.0248
2099,_SE3eaOcdEeet0YmmfbMwkw,CF3,6.0248
2100,_SFNdpOcdEeet0YmmfbMwkw,CF3,13.1175
2101,_SFNdpOcdEeet0YmmfbMwkw,CF3,13.1175
2102,_SFMPnOcdEeet0YmmfbMwkw,CF1,3.4714
2103,_SFMPnOcdEeet0YmmfbMwkw,CF1,3.4714
2104,_SFMPnOcdEeet0YmmfbMwkw,CF1,3.4714
2105,_SFApR-cdEeet0YmmfbMwkw,CF3,3.4334
2106,_SFApR-cdEeet0YmmfbMwkw,CF3,3.4334
2107,_SFApR-cdEeet0YmmfbMwkw,CF3,3.4334
2108,_SFACAucdEeet0YmmfbMwkw,CF1,6.0898
2109,_SFACAucdEeet0YmmfbMwkw,CF1,6.0898
2110,_SFACAucdEeet0YmmfbMwkw,CF1,6.0898
2111,_SEu7iucdEeet0YmmfbMwkw,CF3,205.8254
2112,_SEu7iucdEeet0YmmfbMwkw,CF3,205.3328
2113,_SEu7iucdEeet0YmmfbMwkw,CF3,204.7971
2114,_SEu7iucdEeet0YmmfbMwkw,CF3,204.7971
2115,_SEu7iucdEeet0YmmfbMwkw,CF3,204.7971
2116,_SEu7jecdEeet0YmmfbMwkw,CF1,8.9783
2117,_SEu7jecdEeet0YmmfbMwkw,CF1,8.9783
2118,_SEu7jecdEeet0YmmfbMwkw,CF1,8.9783
2119,_SFGwkecdEeet0YmmfbMwkw,CF1,6.1598
2120,_SFGwkecdEeet0YmmfbMwkw,CF1,6.1598
