,Optimal_Affected_Component_Uid,Optimal_Failure,sqt
2121,_SFGwkecdEeet0YmmfbMwkw,CF1,6.1598
2122,_SFGwkecdEeet0YmmfbMwkw,CF1,6.1598
2123,_SFGwkecdEeet0YmmfbMwkw,CF1,6.1598
2124,_SFGwkecdEeet0YmmfbMwkw,CF1,6.1598
2125,_SFKZ4-cdEeet0YmmfbMwkw,CF1,2.7181
2126,_SFKZ4-cdEeet0YmmfbMwkw,CF1,2.7181
2127,_SFKZ4-cdEeet0YmmfbMwkw,CF1,2.7181
2128,_SFLAmecdEeet0YmmfbMwkw,CF3,3.4654
2129,_SFLAmecdEeet0YmmfbMwkw,CF3,3.4654
2130,_SFLAmecdEeet0YmmfbMwkw,CF3,3.4654
2131,_SEtGGecdEeet0YmmfbMwkw,CF3,13.0905
2132,_SEtGGecdEeet0YmmfbMwkw,CF3,13.0905
2133,_SFDryecdEeet0YmmfbMwkw,CF3,8.9983
2134,_SFDryecdEeet0YmmfbMwkw,CF3,8.9983
2135,_SFDryecdEeet0YmmfbMwkw,CF3,8.9983
2136,_SFDryecdEeet0YmmfbMwkw,CF3,8.9983
2137,_SFS8eucdEeet0YmmfbMwkw,CF3,9.8302
2138,_SFS8eucdEeet0YmmfbMwkw,CF3,9.8302
2139,_SFLB7-cdEeet0YmmfbMwkw,CF3,2.7261
2140,_SFLB7-cdEeet0YmmfbMwkw,CF3,2.7261
2141,_SFLB7-cdEeet0YmmfbMwkw,CF3,2.7261
2142,_SE8-E-cdEeet0YmmfbMwkw,CF1,6.0398
2143,_SE8-E-cdEeet0YmmfbMwkw,CF1,6.0398
2144,_SE8-E-cdEeet0YmmfbMwkw,CF1,6.0398
2145,_SE8-E-cdEeet0YmmfbMwkw,CF1,6.0398
2146,_SE8XH-cdEeet0YmmfbMwkw,CF2,3.1728
2147,_SE8XH-cdEeet0YmmfbMwkw,CF2,3.1728
2148,_SE8XH-cdEeet0YmmfbMwkw,CF2,3.1728
2149,_SFJzmecdEeet0YmmfbMwkw,CF2,3.676
2150,_SFJzmecdEeet0YmmfbMwkw,CF2,3.676
2151,_SFJzmecdEeet0YmmfbMwkw,CF2,3.676
2152,_SFJyFecdEeet0YmmfbMwkw,CF3,9.0153
2153,_SFJyFecdEeet0YmmfbMwkw,CF3,9.0153
2154,_SFJyFecdEeet0YmmfbMwkw,CF3,9.0153
2155,_SFHV7OcdEeet0YmmfbMwkw,CF2,2.9575
2156,_SFHV7OcdEeet0YmmfbMwkw,CF2,2.9575
2157,_SFHV7OcdEeet0YmmfbMwkw,CF2,2.9575
2158,_SFKag-cdEeet0YmmfbMwkw,CF3,2.7221
2159,_SFKag-cdEeet0YmmfbMwkw,CF3,2.7221
2160,_SFKag-cdEeet0YmmfbMwkw,CF3,2.7221
2161,_SFJytecdEeet0YmmfbMwkw,CF1,9.0163
2162,_SFJytecdEeet0YmmfbMwkw,CF1,9.0163
2163,_SFJytecdEeet0YmmfbMwkw,CF1,9.0163
2164,_SFJytecdEeet0YmmfbMwkw,CF1,9.0163
2165,_SFJytecdEeet0YmmfbMwkw,CF1,9.0163
2166,_SFJytecdEeet0YmmfbMwkw,CF1,9.0163
2167,_SFM29-cdEeet0YmmfbMwkw,CF2,4.4242
2168,_SFM29-cdEeet0YmmfbMwkw,CF2,4.4242
2169,_SFM29-cdEeet0YmmfbMwkw,CF2,4.4242
2170,_SFM29-cdEeet0YmmfbMwkw,CF2,4.4242
2171,_SFM29-cdEeet0YmmfbMwkw,CF2,4.4242
2172,_SFM29-cdEeet0YmmfbMwkw,CF2,4.4242
2173,_SFGICOcdEeet0YmmfbMwkw,CF3,6.1478
2174,_SFGICOcdEeet0YmmfbMwkw,CF3,6.1478
2175,_SFGICOcdEeet0YmmfbMwkw,CF3,6.1478
2176,_SFKafecdEeet0YmmfbMwkw,CF3,4.651
2177,_SFKafecdEeet0YmmfbMwkw,CF3,4.651
2178,_SFKafecdEeet0YmmfbMwkw,CF3,4.651
2179,_SFJzc-cdEeet0YmmfbMwkw,CF3,2.7171
2180,_SFJzc-cdEeet0YmmfbMwkw,CF3,2.7171
2181,_SFJzc-cdEeet0YmmfbMwkw,CF3,2.7171
2182,_SFES_-cdEeet0YmmfbMwkw,CF1,6.1368
2183,_SFES_-cdEeet0YmmfbMwkw,CF1,6.1368
2184,_SFES_-cdEeet0YmmfbMwkw,CF1,6.1368
2185,_SFETCecdEeet0YmmfbMwkw,CF3,9.0033
2186,_SFETCecdEeet0YmmfbMwkw,CF3,9.0033
2187,_SFETCecdEeet0YmmfbMwkw,CF3,9.0033
2188,_SExYKucdEeet0YmmfbMwkw,CF3,6.0768
2189,_SExYKucdEeet0YmmfbMwkw,CF3,6.0768
2190,_SExYKucdEeet0YmmfbMwkw,CF3,6.0768
2191,_SExYKucdEeet0YmmfbMwkw,CF3,6.0768
2192,_SE8-P-cdEeet0YmmfbMwkw,CF1,3.8523
2193,_SE8-P-cdEeet0YmmfbMwkw,CF1,3.8523
2194,_SE8-P-cdEeet0YmmfbMwkw,CF1,3.8523
2195,_SFGH_OcdEeet0YmmfbMwkw,CF1,9.0073
2196,_SFGH_OcdEeet0YmmfbMwkw,CF1,9.0073
2197,_SFGH_OcdEeet0YmmfbMwkw,CF1,9.0073
2198,_SFGH_OcdEeet0YmmfbMwkw,CF1,9.0073
2199,_SFGH_OcdEeet0YmmfbMwkw,CF1,9.0073
2200,_SFGH_OcdEeet0YmmfbMwkw,CF1,9.0073
2201,_SFSU9ecdEeet0YmmfbMwkw,CF1,9.0463
2202,_SFSU9ecdEeet0YmmfbMwkw,CF1,9.0463
2203,_SFSU9ecdEeet0YmmfbMwkw,CF1,9.0463
2204,_SFCduucdEeet0YmmfbMwkw,CF1,3.8673
2205,_SFCduucdEeet0YmmfbMwkw,CF1,3.8673
2206,_SFCduucdEeet0YmmfbMwkw,CF1,3.8673
2207,_SFKZ2ecdEeet0YmmfbMwkw,CF1,13.1015
2208,_SFKZ2ecdEeet0YmmfbMwkw,CF1,13.1015
2209,_SE8XJecdEeet0YmmfbMwkw,CF1,2.7031
2210,_SE8XJecdEeet0YmmfbMwkw,CF1,2.7031
2211,_SE8XJecdEeet0YmmfbMwkw,CF1,2.7031
2212,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2213,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2214,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2215,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2216,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2217,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2218,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2219,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2220,_SE-L5ecdEeet0YmmfbMwkw,CF1,8.9673
2221,_SFLAXecdEeet0YmmfbMwkw,CF1,6.1828
2222,_SFLAXecdEeet0YmmfbMwkw,CF1,6.1828
2223,_SFNdAucdEeet0YmmfbMwkw,CF2,8.0287
2224,_SFNdAucdEeet0YmmfbMwkw,CF2,8.0287
2225,_SFNdAucdEeet0YmmfbMwkw,CF2,8.0287
2226,_SFNdAucdEeet0YmmfbMwkw,CF2,8.0287
2227,_SFNdAucdEeet0YmmfbMwkw,CF2,8.0287
2228,_SFOroOcdEeet0YmmfbMwkw,CF2,2.9645
2229,_SFOroOcdEeet0YmmfbMwkw,CF2,2.9645
2230,_SFOroOcdEeet0YmmfbMwkw,CF2,2.9645
2231,_SFJzjecdEeet0YmmfbMwkw,CF2,3.1818
2232,_SFJzjecdEeet0YmmfbMwkw,CF2,3.1818
2233,_SFJzjecdEeet0YmmfbMwkw,CF2,3.1818
2234,_SFLBHecdEeet0YmmfbMwkw,CF3,6.1918
2235,_SFLBHecdEeet0YmmfbMwkw,CF3,6.1918
2236,_SFLBHecdEeet0YmmfbMwkw,CF3,6.1918
2237,_SFGu1-cdEeet0YmmfbMwkw,CF1,6.4571
2238,_SFGu1-cdEeet0YmmfbMwkw,CF1,6.4571
2239,_SFGu1-cdEeet0YmmfbMwkw,CF1,6.4571
2240,_SFGu1-cdEeet0YmmfbMwkw,CF1,6.4571
2241,_SFOFRucdEeet0YmmfbMwkw,CF3,6.5454
2242,_SFOFRucdEeet0YmmfbMwkw,CF3,6.5454
2243,_SEwJrOcdEeet0YmmfbMwkw,CF3,10.1602
2244,_SEwJrOcdEeet0YmmfbMwkw,CF3,10.1602
2245,_SEwJrOcdEeet0YmmfbMwkw,CF3,10.1602
2246,_SEwJrOcdEeet0YmmfbMwkw,CF3,10.1602
2247,_SFGwSecdEeet0YmmfbMwkw,CF2,3.673
2248,_SFGwSecdEeet0YmmfbMwkw,CF2,3.673
2249,_SFGwSecdEeet0YmmfbMwkw,CF2,3.673
2250,_SE-zuucdEeet0YmmfbMwkw,CF1,6.0178
2251,_SE-zuucdEeet0YmmfbMwkw,CF1,6.0178
2252,_SE-zuucdEeet0YmmfbMwkw,CF1,6.0178
2253,_SFJK--cdEeet0YmmfbMwkw,CF1,6.1638
2254,_SFJK--cdEeet0YmmfbMwkw,CF1,6.1638
2255,_SFJK--cdEeet0YmmfbMwkw,CF1,6.1638
2256,_SFJK--cdEeet0YmmfbMwkw,CF1,6.1638
2257,_SFJK--cdEeet0YmmfbMwkw,CF1,6.1638
2258,_SFJK--cdEeet0YmmfbMwkw,CF1,6.1638
2259,_SE7Io-cdEeet0YmmfbMwkw,CF3,8.9763
2260,_SE7Io-cdEeet0YmmfbMwkw,CF3,8.9763
2261,_SE7Io-cdEeet0YmmfbMwkw,CF3,8.9763
2262,_SFODgecdEeet0YmmfbMwkw,CF1,3.4754
2263,_SFODgecdEeet0YmmfbMwkw,CF1,3.4754
2264,_SFODgecdEeet0YmmfbMwkw,CF1,3.4754
2265,_SFS8rOcdEeet0YmmfbMwkw,CF2,3.679
2266,_SFS8rOcdEeet0YmmfbMwkw,CF2,3.679
2267,_SFS8rOcdEeet0YmmfbMwkw,CF2,3.679
2268,_SFJyEucdEeet0YmmfbMwkw,CF1,186.1577
2269,_SFJyEucdEeet0YmmfbMwkw,CF1,187.18599999999998
2270,_SFJyEucdEeet0YmmfbMwkw,CF1,187.18599999999998
2271,_SFJyEucdEeet0YmmfbMwkw,CF1,187.18599999999998
2272,_SE23jOcdEeet0YmmfbMwkw,CF1,8.9733
2273,_SE23jOcdEeet0YmmfbMwkw,CF1,8.9733
2274,_SE23jOcdEeet0YmmfbMwkw,CF1,8.9733
2275,_SEu7pecdEeet0YmmfbMwkw,CF1,3.8583
2276,_SEu7pecdEeet0YmmfbMwkw,CF1,3.8583
2277,_SEu7pecdEeet0YmmfbMwkw,CF1,3.8583
2278,_SEu7pecdEeet0YmmfbMwkw,CF1,3.8583
2279,_SEu7pecdEeet0YmmfbMwkw,CF1,3.8583
2280,_SEu7pecdEeet0YmmfbMwkw,CF1,3.8583
2281,_SE9lfucdEeet0YmmfbMwkw,CF1,106.5049
2282,_SE9lfucdEeet0YmmfbMwkw,CF1,106.5049
2283,_SE9lfucdEeet0YmmfbMwkw,CF1,106.5049
2284,_SE-z9ucdEeet0YmmfbMwkw,CF2,3.3934
2285,_SE-z9ucdEeet0YmmfbMwkw,CF2,3.3934
2286,_SE-z9ucdEeet0YmmfbMwkw,CF2,3.3934
2287,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2288,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2289,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2290,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2291,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2292,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2293,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2294,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2295,_SFM1r-cdEeet0YmmfbMwkw,CF2,9.0313
2296,_SE1CkucdEeet0YmmfbMwkw,CF1,10.1542
2297,_SE1CkucdEeet0YmmfbMwkw,CF1,10.1542
2298,_SE1CkucdEeet0YmmfbMwkw,CF1,10.1542
2299,_SFSVDecdEeet0YmmfbMwkw,CF3,4.673
2300,_SFSVDecdEeet0YmmfbMwkw,CF3,4.673
2301,_SE8XBecdEeet0YmmfbMwkw,CF1,2.7021
2302,_SE8XBecdEeet0YmmfbMwkw,CF1,2.7021
2303,_SE8XBecdEeet0YmmfbMwkw,CF1,2.7021
2304,_SEwJr-cdEeet0YmmfbMwkw,CF2,8.9813
2305,_SEwJr-cdEeet0YmmfbMwkw,CF2,8.9813
2306,_SEwJr-cdEeet0YmmfbMwkw,CF2,8.9813
2307,_SFABYucdEeet0YmmfbMwkw,CF1,6.0868
2308,_SFABYucdEeet0YmmfbMwkw,CF1,6.0868
2309,_SFABYucdEeet0YmmfbMwkw,CF1,6.0868
2310,_SE6iF-cdEeet0YmmfbMwkw,CF2,3.4044
2311,_SE6iF-cdEeet0YmmfbMwkw,CF2,3.4044
2312,_SE6iF-cdEeet0YmmfbMwkw,CF2,3.4044
2313,_SFLoqOcdEeet0YmmfbMwkw,CF3,3.4694
2314,_SFLoqOcdEeet0YmmfbMwkw,CF3,3.4694
2315,_SFLoqOcdEeet0YmmfbMwkw,CF3,3.4694
2316,_SE-zVucdEeet0YmmfbMwkw,CF2,3.3954
2317,_SE-zVucdEeet0YmmfbMwkw,CF2,3.3954
2318,_SE-zVucdEeet0YmmfbMwkw,CF2,3.3954
2319,_SFLAj-cdEeet0YmmfbMwkw,CF3,2.7251
2320,_SFLAj-cdEeet0YmmfbMwkw,CF3,2.7251
2321,_SFLAj-cdEeet0YmmfbMwkw,CF3,2.7251
2322,_SFDFV-cdEeet0YmmfbMwkw,CF1,6.1178
2323,_SFDFV-cdEeet0YmmfbMwkw,CF1,6.1178
2324,_SFDFV-cdEeet0YmmfbMwkw,CF1,6.1178
2325,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.8443
2326,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.8443
2327,_SE-L_ecdEeet0YmmfbMwkw,CF1,3.8443
2328,_SFABeOcdEeet0YmmfbMwkw,CF3,6.0888
2329,_SFABeOcdEeet0YmmfbMwkw,CF3,6.0888
2330,_SFABeOcdEeet0YmmfbMwkw,CF3,6.0888
2331,_SFNc7ecdEeet0YmmfbMwkw,CF3,10.1842
2332,_SFNc7ecdEeet0YmmfbMwkw,CF3,10.1842
2333,_SFNc7ecdEeet0YmmfbMwkw,CF3,10.1842
2334,_SFM2--cdEeet0YmmfbMwkw,CF2,6.2038
2335,_SFM2--cdEeet0YmmfbMwkw,CF2,6.2038
2336,_SFM2--cdEeet0YmmfbMwkw,CF2,6.2038
2337,_SFM2--cdEeet0YmmfbMwkw,CF2,6.2038
2338,_SE-z1ucdEeet0YmmfbMwkw,CF2,6.4321
2339,_SE-z1ucdEeet0YmmfbMwkw,CF2,6.4321
2340,_SE-z1ucdEeet0YmmfbMwkw,CF2,6.4321
2341,_SFDs_-cdEeet0YmmfbMwkw,CF3,6.1268
2342,_SFDs_-cdEeet0YmmfbMwkw,CF3,6.1268
2343,_SFDs_-cdEeet0YmmfbMwkw,CF3,6.1268
2344,_SE4sz-cdEeet0YmmfbMwkw,CF1,6.4371
2345,_SE4sz-cdEeet0YmmfbMwkw,CF1,6.4371
2346,_SE4sz-cdEeet0YmmfbMwkw,CF1,6.4371
2347,_SFKaYucdEeet0YmmfbMwkw,CF3,11.4895
2348,_SFKaYucdEeet0YmmfbMwkw,CF3,11.4895
2349,_SFKaYucdEeet0YmmfbMwkw,CF3,11.4895
2350,_SFDr4ecdEeet0YmmfbMwkw,CF1,3.8713
2351,_SFDr4ecdEeet0YmmfbMwkw,CF1,3.8713
2352,_SFDr4ecdEeet0YmmfbMwkw,CF1,3.8713
2353,_SFS9vOcdEeet0YmmfbMwkw,CF3,110.0513
2354,_SFS9vOcdEeet0YmmfbMwkw,CF3,109.7625
2355,_SFOsQOcdEeet0YmmfbMwkw,CF2,2.9655
2356,_SFOsQOcdEeet0YmmfbMwkw,CF2,2.9655
2357,_SFOsQOcdEeet0YmmfbMwkw,CF2,2.9655
2358,_SE8W7-cdEeet0YmmfbMwkw,CF1,4.4392
2359,_SE8W7-cdEeet0YmmfbMwkw,CF1,4.4392
2360,_SE8W7-cdEeet0YmmfbMwkw,CF1,4.4392
2361,_SFFhqOcdEeet0YmmfbMwkw,CF1,6.1438
2362,_SFFhqOcdEeet0YmmfbMwkw,CF1,6.1438
2363,_SFFhqOcdEeet0YmmfbMwkw,CF1,6.1438
2364,_SEwwpOcdEeet0YmmfbMwkw,CF1,10.1612
2365,_SEwwpOcdEeet0YmmfbMwkw,CF1,10.1612
2366,_SEwwpOcdEeet0YmmfbMwkw,CF1,10.1612
2367,_SE57PecdEeet0YmmfbMwkw,CF1,6.0298
2368,_SE57PecdEeet0YmmfbMwkw,CF1,6.0298
2369,_SE57PecdEeet0YmmfbMwkw,CF1,6.0298
2370,_SFKZOecdEeet0YmmfbMwkw,CF1,13.1045
2371,_SFKZOecdEeet0YmmfbMwkw,CF1,13.1045
2372,_SFKZOecdEeet0YmmfbMwkw,CF1,13.1045
2373,_SFMQGecdEeet0YmmfbMwkw,CF3,9.0353
2374,_SFMQGecdEeet0YmmfbMwkw,CF3,9.0353
2375,_SFMQGecdEeet0YmmfbMwkw,CF3,9.0353
2376,_SFDsfecdEeet0YmmfbMwkw,CF3,62.7008
2377,_SFDsfecdEeet0YmmfbMwkw,CF3,62.412
2378,_SFJyq-cdEeet0YmmfbMwkw,CF1,6.1668
2379,_SFJyq-cdEeet0YmmfbMwkw,CF1,6.1668
2380,_SFJyq-cdEeet0YmmfbMwkw,CF1,6.1668
2381,_SFKZN-cdEeet0YmmfbMwkw,CF1,6.4611
2382,_SFKZN-cdEeet0YmmfbMwkw,CF1,6.4611
2383,_SFKZN-cdEeet0YmmfbMwkw,CF1,6.4611
2384,_SFOsCecdEeet0YmmfbMwkw,CF1,6.2288
2385,_SFOsCecdEeet0YmmfbMwkw,CF1,6.2288
2386,_SFOsCecdEeet0YmmfbMwkw,CF1,6.2288
2387,_SE-zxOcdEeet0YmmfbMwkw,CF3,8.9713
2388,_SE-zxOcdEeet0YmmfbMwkw,CF3,8.9713
2389,_SE-zxOcdEeet0YmmfbMwkw,CF3,8.9713
2390,_SE-z0OcdEeet0YmmfbMwkw,CF2,6.0118
2391,_SE-z0OcdEeet0YmmfbMwkw,CF2,6.0118
2392,_SE-z0OcdEeet0YmmfbMwkw,CF2,6.0118
2393,_SFS9nucdEeet0YmmfbMwkw,CF1,6.2358
2394,_SFS9nucdEeet0YmmfbMwkw,CF1,6.2358
2395,_SFS9nucdEeet0YmmfbMwkw,CF1,6.2358
2396,_SE57J-cdEeet0YmmfbMwkw,CF1,6.0288
2397,_SE57J-cdEeet0YmmfbMwkw,CF1,6.0288
2398,_SE57J-cdEeet0YmmfbMwkw,CF1,6.0288
2399,_SFS8lecdEeet0YmmfbMwkw,CF2,2.9665
2400,_SFS8lecdEeet0YmmfbMwkw,CF2,2.9665
2401,_SFS8lecdEeet0YmmfbMwkw,CF2,2.9665
2402,_SEvixOcdEeet0YmmfbMwkw,CF1,2.7071
2403,_SEvixOcdEeet0YmmfbMwkw,CF1,2.7071
2404,_SEvixOcdEeet0YmmfbMwkw,CF1,2.7071
2405,_SFMQS-cdEeet0YmmfbMwkw,CF1,3.4724
2406,_SFMQS-cdEeet0YmmfbMwkw,CF1,3.4724
2407,_SFMQS-cdEeet0YmmfbMwkw,CF1,3.4724
2408,_SEu7tecdEeet0YmmfbMwkw,CF2,3.4154
2409,_SEu7tecdEeet0YmmfbMwkw,CF2,3.4154
2410,_SEu7tecdEeet0YmmfbMwkw,CF2,3.4154
2411,_SEu7tecdEeet0YmmfbMwkw,CF2,3.4154
2412,_SEu7tecdEeet0YmmfbMwkw,CF2,3.4154
2413,_SEu7tecdEeet0YmmfbMwkw,CF2,3.4154
2414,_SFGvfecdEeet0YmmfbMwkw,CF1,3.8843
2415,_SFGvfecdEeet0YmmfbMwkw,CF1,3.8843
2416,_SFGvfecdEeet0YmmfbMwkw,CF1,3.8843
2417,_SE23iecdEeet0YmmfbMwkw,CF1,118.0617
2418,_SE23iecdEeet0YmmfbMwkw,CF1,118.0617
2419,_SE23iecdEeet0YmmfbMwkw,CF1,118.0617
2420,_SFGwm-cdEeet0YmmfbMwkw,CF1,6.1608
2421,_SFGwm-cdEeet0YmmfbMwkw,CF1,6.1608
2422,_SFGwm-cdEeet0YmmfbMwkw,CF1,6.1608
2423,_SFGwm-cdEeet0YmmfbMwkw,CF1,6.1608
2424,_SFGwm-cdEeet0YmmfbMwkw,CF1,6.1608
2425,_SFGwm-cdEeet0YmmfbMwkw,CF1,6.1608
2426,_SFGwm-cdEeet0YmmfbMwkw,CF1,6.1608
2427,_SFGv8ecdEeet0YmmfbMwkw,CF1,6.1558
2428,_SFGv8ecdEeet0YmmfbMwkw,CF1,6.1558
2429,_SFGv8ecdEeet0YmmfbMwkw,CF1,6.1558
2430,_SFGv8ecdEeet0YmmfbMwkw,CF1,6.1558
2431,_SFFhROcdEeet0YmmfbMwkw,CF2,3.4494
2432,_SFFhROcdEeet0YmmfbMwkw,CF2,3.4494
2433,_SFFhROcdEeet0YmmfbMwkw,CF2,3.4494
2434,_SFFhROcdEeet0YmmfbMwkw,CF2,3.4494
2435,_SFFhROcdEeet0YmmfbMwkw,CF2,3.4494
2436,_SFFhROcdEeet0YmmfbMwkw,CF2,3.4494
2437,_SE7wGecdEeet0YmmfbMwkw,CF1,6.0378
2438,_SE7wGecdEeet0YmmfbMwkw,CF1,6.0378
2439,_SE4GA-cdEeet0YmmfbMwkw,CF1,2.6991
2440,_SE4GA-cdEeet0YmmfbMwkw,CF1,2.6991
2441,_SE4GA-cdEeet0YmmfbMwkw,CF1,2.6991
2442,_SFJyvecdEeet0YmmfbMwkw,CF3,6.5394
2443,_SFJyvecdEeet0YmmfbMwkw,CF3,6.5394
2444,_SFJyvecdEeet0YmmfbMwkw,CF3,6.5394
2445,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2446,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2447,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2448,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2449,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2450,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2451,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2452,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2453,_SE9lYOcdEeet0YmmfbMwkw,CF1,6.0498
2454,_SFESrecdEeet0YmmfbMwkw,CF2,3.6639999999999997
2455,_SFESrecdEeet0YmmfbMwkw,CF2,3.6639999999999997
2456,_SFESrecdEeet0YmmfbMwkw,CF2,3.6639999999999997
2457,_SFACPucdEeet0YmmfbMwkw,CF2,3.4294
2458,_SFACPucdEeet0YmmfbMwkw,CF2,3.4294
2459,_SFACPucdEeet0YmmfbMwkw,CF2,3.4294
2460,_SE-MF-cdEeet0YmmfbMwkw,CF2,3.3924
2461,_SE-MF-cdEeet0YmmfbMwkw,CF2,3.3924
2462,_SE-MF-cdEeet0YmmfbMwkw,CF2,3.3924
2463,_SFGItOcdEeet0YmmfbMwkw,CF1,3.8803
2464,_SFGItOcdEeet0YmmfbMwkw,CF1,3.8803
2465,_SFGItOcdEeet0YmmfbMwkw,CF1,3.8803
2466,_SFLB3ucdEeet0YmmfbMwkw,CF2,2.9605
2467,_SFLB3ucdEeet0YmmfbMwkw,CF2,2.9605
2468,_SFLB3ucdEeet0YmmfbMwkw,CF2,2.9605
2469,_SFDsX-cdEeet0YmmfbMwkw,CF1,6.1238
2470,_SFDsX-cdEeet0YmmfbMwkw,CF1,6.1238
2471,_SFDsX-cdEeet0YmmfbMwkw,CF1,6.1238
