Sources,Authentication Service operational,Authentication Service degraded,Authentication Service unresponsive,Availability Item Filter operational,Availability Item Filter degraded,Availability Item Filter unresponsive,Bid and Buy Service operational,Bid and Buy Service degraded,Bid and Buy Service unresponsive,Buy Now Item Filter operational,Buy Now Item Filter degraded,Buy Now Item Filter unresponsive,Category Item Filter operational,Category Item Filter degraded,Category Item Filter unresponsive,Comment Item Filter operational,Comment Item Filter degraded,Comment Item Filter unresponsive,Future Sales Item Filter operational,Future Sales Item Filter degraded,Future Sales Item Filter unresponsive,Inventory Service operational,Inventory Service degraded,Inventory Service unresponsive,Item Management Service operational,Item Management Service degraded,Item Management Service unresponsive,Last Second Sales Item Filter operational,Last Second Sales Item Filter degraded,Last Second Sales Item Filter unresponsive,Past Sales Item Filter operational,Past Sales Item Filter degraded,Past Sales Item Filter unresponsive,Persistence Service operational,Persistence Service degraded,Persistence Service unresponsive,Query Service operational,Query Service degraded,Query Service unresponsive,Recommendation Item Filter operational,Recommendation Item Filter degraded,Recommendation Item Filter unresponsive,Region Item Filter operational,Region Item Filter degraded,Region Item Filter unresponsive,Reputation Service operational,Reputation Service degraded,Reputation Service unresponsive,Seller Reputation Item Filter operational,Seller Reputation Item Filter degraded,Seller Reputation Item Filter unresponsive,User Management Service operational,User Management Service degraded,User Management Service unresponsive,Supervisory Component operational,Supervisory Component degraded,Supervisory Component unresponsive
Item Management Service unresponsive,0.0,0.12500000392901717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999999720603225,0.0,0.24999999883584675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12499999944702721,0.0,0.12500000125146468,0.12499999933061187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Last Second Sales Item Filter operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001923076894024751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13461538458586708,0.030769230753042776,0.015384615443236315,0.7019230772128244,0.1153846151110047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Last Second Sales Item Filter degraded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705426355856278,0.09302325576249315,0.046511627720611466,0.4883720926944303,0.14728682252669273,0.0,0.0,0.0,0.0,0.03875968992600644,0.015503875784138059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Last Second Sales Item Filter unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3214285713341324,0.14285714274310335,0.32142857168337846,0.03571428509954154,0.07142857169585151,0.07142857157943618,0.0,0.0,0.0,0.0,0.0,0.03571428586455651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Past Sales Item Filter operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6944971538090686,0.10436432635965205,0.0018975331749541704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018975331696525239,0.0,0.00379506633842144,0.12523719144938278,0.06072106274810713,0.007590132950761283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Past Sales Item Filter degraded,0.0,0.0,0.0,0.0,0.008196721160801891,0.0,0.0,0.0,0.0,0.49180327969036575,0.15573770404765555,0.008196721641730768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688521955883,0.0,0.0,0.22131147425775924,0.0573770491714427,0.02459016481068542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Past Sales Item Filter unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333299378863,0.08333333353706014,0.16666666389210155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333240201074,0.0833333348952389,0.2500000022798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Persistence Service operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12217194567415648,0.02714932124828127,0.004524886797454508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7058823530431827,0.14027149323692503,0.0
Persistence Service degraded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02500000050524249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024999999841675155,0.0,0.0,0.0,0.0,0.0,0.0,0.1749999989964999,0.0249999997485429,0.04999999970663337,0.0,0.0,0.024999999620486046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500000003061723,0.17499999851919712,0.0
Persistence Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249999989522621,0.0,0.49999999947613105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1250000009895302,0.12499999999999999,0.12500000058207658
Query Service operational,0.0,0.0,0.0,0.0,0.0,0.0,0.001956947234247891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6673189820089358,0.15459882615002288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11350293545648156,0.05283757341739548,0.007827788611666551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001956947121249848,0.0,0.0,0.0,0.0,0.0
Query Service degraded,0.026666666574983153,0.013333333497039157,0.0066666669161576445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006666666754728394,0.0,0.006666666605716782,0.48000000089841544,0.0999999992130325,0.013333333056213138,0.0,0.0,0.0,0.0,0.0,0.0,0.19333333377612563,0.12666666612018734,0.02666666658740079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Query Service unresponsive,0.06249999947249306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062499998919520294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999967694749,0.1250000014770194,0.2500000033614925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recommendation Item Filter operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036900368684186263,0.0,0.0,0.0,0.6974169745404085,0.09594095932205216,0.0018450184238994693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13837638351420403,0.05166051666390231,0.011070110667114942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Recommendation Item Filter degraded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03305785143705309,0.0,0.008264462703401435,0.0,0.0,0.0,0.4958677688157064,0.14876033064702104,0.01652892562231553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1487603306778085,0.10743801583308947,0.033057851467840606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462795764002,0.0
Recommendation Item Filter unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565209266439,0.0,0.0,0.0,0.04347826091886016,0.08695652143279747,0.13043478269584205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3478260879582657,0.13043478384987225,0.17391304221771836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Region Item Filter operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148897058905469,0.06617647024544723,0.011029411749946292,0.0,0.0,0.0,0.6488970591845227,0.12499999991461479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Region Item Filter degraded,0.0,0.0,0.0,0.02255639118885894,0.007518796933408108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18796992518384295,0.1052631572532778,0.045112781835029904,0.0,0.0,0.0,0.511278194997473,0.10526315874129318,0.015037593866816216,0.0,0.0,0.0,0.0,0.0,0.0
Region Item Filter unresponsive,0.0,0.0,0.0,0.0,0.0,0.1304347828270019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3478260851968678,0.08695652140550918,0.0,0.0,0.0,0.0,0.13043478143001797,0.04347826053066237,0.26086956860994065,0.0,0.0,0.0,0.0,0.0,0.0
Reputation Service operational,0.28125000001205075,0.03125000003205968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22656249941843495,0.01562500002876277,0.0,0.18750000044701665,0.06249999966394171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11718750016660809,0.06250000003501555,0.015625000196109795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reputation Service degraded,0.11111110991821335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111105908352,0.05555555494617165,0.0,0.1944444450732309,0.11111111106943156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2500000003169084,0.0833333317789732,0.027777778889472256,0.0,0.0,0.0,0.0,0.0,0.0,0.027777778824797077,0.0,0.027777778591966427
Reputation Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333866256804,0.33333333928344977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333220539823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter operational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6535580520132899,0.1348314608857166,0.0018726591830861789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018726591595415072,0.0,0.0,0.0,0.12921348310885936,0.06741573063034356,0.011235955019162813,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter degraded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01587301572242976,0.0,0.49999999933107403,0.11111111097724373,0.007936507770669631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031337683514,0.01587301594417323,0.007936508036761793,0.0,0.0,0.0,0.230158731362363,0.02380952378875735,0.055555555728843964,0.0,0.0,0.0,0.0,0.0,0.0
Seller Reputation Item Filter unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03999999938532709,0.0,0.0800000008381903,0.07999999891966579,0.16000000024214386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04000000147148969,0.07999999981373547,0.0,0.0,0.0,0.3999999993108213,0.07999999962747095,0.04000000039115547,0.0,0.0,0.0,0.0,0.0,0.0
User Management Service operational,0.20512820523342024,0.02564102541089936,0.0,0.0,0.0,0.0,0.00854700852999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2564102564134201,0.034188034525960934,0.0,0.23931623987878153,0.025641025351199193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14529914541596037,0.04273504220821853,0.017094017032139825,0.0,0.0,0.0
User Management Service degraded,0.2058823560142993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08823529500425652,0.029411764348579963,0.0,0.26470588179422816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20588235171378033,0.17647058665301246,0.02941176447184324,0.0,0.0,0.0
User Management Service unresponsive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666683223512,0.3333333316776488,0.0,0.0,0.0,0.0
Supervisory Component operational,0.12516469037635647,0.02371541505362282,0.0,0.0,0.0,0.0,0.09617918317626026,0.02239789198939611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1133069829210197,0.014492753681952901,0.0,0.12516469051685253,0.017127799757643624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212159412059,0.0223978919225225,0.0,0.0,0.0,0.0,0.09617918303208305,0.021080368876701377,0.0,0.1409749667550378,0.05401844502345628,0.006587615322974052
Supervisory Component degraded,0.06521739104786001,0.027173913561075316,0.005434782579096672,0.0,0.0,0.0,0.10869565252084835,0.016304348030859093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565418862437,0.010869565062024166,0.005434782515827475,0.08695652103777764,0.0054347825183582435,0.0,0.0760869568159684,0.016304347701859265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005434782515827475,0.0,0.0,0.0,0.010869565613731565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054347825980774325,0.038043478443414956,0.0,0.0,0.0,0.0,0.08695652177676189,0.021739130751678767,0.0,0.2173913036016897,0.08695652172361576,0.04347826078208869
Supervisory Component unresponsive,0.0,0.06896551835320794,0.03448275838979696,0.0,0.0,0.0,0.034482758357682386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275961015069,0.03448275832556782,0.03448275806865125,0.0689655162336462,0.03448275822922411,0.0,0.0344827594816924,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275824528139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482759867067274,0.0344827594816924,0.0,0.0,0.0,0.0,0.0344827583416251,0.034482758132880396,0.0,0.24137930959567214,0.034482758181052245,0.1724137931051094
